일자,충전방식,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
2021-01-20,급속,1800,1160,960,840,1200,1560,3560,5240,9440,9920,11720,13080,13920,12480,14440,15040,14280,13560,12600,10960,8360,6480,5640,4080
2021-01-20,완속,497,490,189,98,49,84,133,245,469,595,686,931,938,1029,1008,1176,1519,1981,2807,2926,2863,1981,1603,1575
2021-01-21,급속,2160,1600,720,760,1520,1880,3160,4640,9000,8920,10560,12600,13520,13280,11440,12280,11440,11240,11040,7880,7000,6520,4960,4120
2021-01-21,완속,476,462,301,91,91,56,105,238,371,672,945,931,847,917,840,1204,1498,1967,2583,2667,2226,1764,1715,1701
2021-01-22,급속,1440,1400,1200,560,1680,1480,2920,5880,8000,8880,10200,11920,13040,12120,12200,11960,12280,12400,10720,9360,7520,6240,4480,3120
2021-01-22,완속,595,203,189,175,91,84,168,259,539,609,840,770,812,868,966,1148,1582,1736,2387,2401,2051,1890,1624,1848
2021-01-23,급속,1920,1480,1040,760,1080,1560,2640,4080,6720,8760,8000,10400,10800,11120,11280,11200,10480,10240,8080,6320,5680,4160,3560,2600
2021-01-23,완속,616,609,308,154,126,63,126,252,448,567,644,875,777,994,1029,1134,1225,1624,1722,1393,1526,1358,1463,1414
2021-01-24,급속,1680,1200,880,600,1120,1200,1560,3520,5400,8120,9840,10800,10760,10680,10760,12000,11320,11600,8000,7040,6200,5160,3880,2600
2021-01-24,완속,525,511,196,105,133,91,210,259,476,749,798,826,1204,1162,1267,1421,1729,2436,2366,1715,1379,1589,1554,959
2021-01-25,급속,1680,1080,680,680,640,1520,3080,4880,7120,9000,10320,11000,11920,10560,12720,13240,14040,11240,10960,8520,8440,5840,4280,3400
2021-01-25,완속,420,399,105,56,42,63,126,133,385,609,770,875,707,973,812,1400,1456,1960,2625,2632,1904,1988,1967,1316
2021-01-26,급속,1640,1440,1280,480,1480,1120,2320,3920,5920,6800,8520,10440,11880,11520,12600,13160,12040,12600,10520,10200,6960,6120,5760,4360
2021-01-26,완속,504,203,203,105,49,70,196,161,350,539,434,644,826,742,1022,1162,1561,1995,2849,2471,2408,1813,1442,1435
2021-01-27,급속,1880,1200,880,880,1560,2040,2720,5120,8200,9280,10160,12400,13160,12200,13240,11920,13960,11600,11680,10280,7800,7280,5320,4120
2021-01-27,완속,483,476,189,70,91,70,119,308,448,546,854,819,791,756,1127,1456,1540,2156,2639,2646,2583,2079,2030,1722
2021-01-28,급속,2360,1800,800,800,1480,1480,3080,5760,8280,10200,9320,11120,11960,11600,12520,13440,13280,12480,12440,9320,8120,6560,5560,4080
2021-01-28,완속,567,560,504,84,56,77,126,280,420,574,777,889,826,763,1022,973,1323,2016,2793,2695,1778,1785,1561,1554
2021-01-29,급속,1720,1280,1040,880,1240,1600,2680,5720,8400,10080,11000,12920,13840,13760,13720,14000,14160,13400,12680,10720,9640,8480,6000,5160
2021-01-29,완속,448,434,238,84,84,56,91,350,504,560,637,595,728,602,679,959,1106,1701,2555,2562,2100,2198,2149,2009
2021-01-30,급속,2800,2400,880,800,1360,1640,2920,5680,7840,8760,11160,13520,13560,14040,14120,12760,15160,11280,10520,7400,6640,6560,4880,3400
2021-01-30,완속,644,637,581,168,91,63,147,329,413,616,693,798,945,1099,1127,1330,1414,1575,1827,1666,1624,1554,1533,1505
2021-01-31,급속,2200,1600,680,600,840,1200,2400,4200,5680,8000,10680,9680,12080,11840,11120,13520,12600,11800,9840,7120,7720,5640,4360,2920
2021-01-31,완속,504,504,483,77,49,84,133,182,427,735,861,847,1134,1043,1281,1407,1757,1995,1974,1925,1652,1589,1211,1176
2021-02-01,급속,1280,1040,360,480,1240,1120,2160,3640,6840,8880,9440,11480,12360,11080,13280,13760,13400,11880,11320,9480,7400,5400,4800,3480
2021-02-01,완속,399,385,364,21,63,63,105,259,490,532,700,889,700,735,805,1288,1673,2058,2429,2569,2492,1722,1722,1715
2021-02-02,급속,1680,1120,880,480,880,1400,3040,5040,7560,8440,9040,12640,13120,13360,13440,13800,17200,13680,13360,10280,9400,7840,6880,5000
2021-02-02,완속,504,490,196,154,49,49,105,280,413,588,672,875,805,805,952,1491,1715,2093,2688,2877,2093,2142,1785,1771
2021-02-03,급속,2280,1640,1000,600,1200,1560,2960,5840,9520,9000,11880,14240,15240,14360,12840,14880,13440,13320,12360,11720,8560,7200,5480,3120
2021-02-03,완속,462,462,161,112,70,91,147,322,511,665,721,847,868,917,1099,1155,1806,2163,3038,2744,2674,2156,2135,1694
2021-02-04,급속,2080,1560,920,680,1160,1480,2640,4520,9080,11040,10000,13520,13480,13840,13200,12800,14800,12360,12560,10760,8440,8080,6480,4440
2021-02-04,완속,413,413,378,63,70,70,133,224,378,693,644,707,770,805,980,1141,1519,1911,2919,2779,2723,2205,1680,1652
2021-02-05,급속,2880,2320,920,760,1440,1800,3160,5520,10000,11880,12080,12000,15160,13560,13680,13720,14120,12960,11600,10040,8400,6960,4960,3600
2021-02-05,완속,469,469,448,133,63,63,238,343,567,756,980,1008,973,903,896,1232,1743,1757,2422,2576,1883,2058,2016,1883
2021-02-06,급속,2800,2040,960,760,1240,1520,2960,5560,7480,9680,10080,12120,11760,11560,12480,11320,12560,10920,8720,7280,6200,4840,4200,2880
2021-02-06,완속,679,679,658,161,91,70,140,287,427,630,637,812,973,1001,1036,1225,1358,1799,1953,1827,1414,1456,1484,1442
2021-02-07,급속,2080,1360,1040,360,920,960,1720,3760,5840,7760,8720,10520,10320,12240,13040,12760,12000,11840,9640,7640,6600,5640,4440,3160
2021-02-07,완속,553,518,266,224,105,49,105,273,343,623,735,952,1120,1295,1239,1463,1708,2037,2128,1876,1519,1379,1148,1113
2021-02-08,급속,1720,1120,560,480,920,1240,2600,5000,8760,8760,11320,13120,13600,13200,13520,13560,14240,12880,12760,11720,9120,7200,5760,4320
2021-02-08,완속,322,315,84,21,63,49,119,217,434,693,945,1078,840,959,1120,1253,1659,1701,2499,2765,2121,2149,1778,1764
2021-02-09,급속,2000,1520,880,880,1160,1520,3840,5320,10000,9640,11200,13200,15200,13560,14400,14760,14160,12360,13400,11760,8880,7880,6800,4960
2021-02-09,완속,448,441,224,91,63,91,133,357,413,602,819,1001,1036,945,994,1337,1582,1904,2520,2702,2625,2135,1946,1918
2021-02-10,급속,2080,1600,1360,520,1400,1840,3280,6680,10040,11120,10600,13440,14240,15560,14400,14240,14080,12560,12480,10520,8640,7120,5480,4400
2021-02-10,완속,525,504,336,287,133,77,147,399,637,840,854,1050,1190,1134,1204,1806,1834,2093,2380,2275,1946,2009,1575,1918
2021-02-11,급속,2400,1680,1120,920,1560,1400,2400,5120,6680,8840,11440,10800,11760,12600,13000,11920,12360,10680,7880,7040,6000,5360,4160,3160
2021-02-11,완속,658,658,273,259,84,84,168,287,595,742,777,994,1036,1099,945,1232,1344,1666,1666,1400,1568,1568,1197,1183
2021-02-12,급속,1960,1320,720,560,720,1080,1880,3920,4920,6840,7800,8320,9200,8840,9240,10480,9160,9320,6680,5920,4640,4200,3600,2720
2021-02-12,완속,462,455,175,112,84,28,77,266,427,497,714,833,1029,854,903,1183,1232,1400,1260,1449,1351,1596,1050,1036
2021-02-13,급속,1080,880,680,440,1040,1240,1600,3400,5360,6760,9040,10040,10920,10520,11280,11160,11120,8720,9200,5800,5440,5280,4160,3160
2021-02-13,완속,441,434,210,154,49,70,49,189,301,497,623,847,819,861,889,1064,1337,1470,1764,1736,1512,1792,1155,1141
2021-02-14,급속,1800,1400,600,720,760,920,1560,3160,5160,6400,7600,9440,9600,10200,10720,10600,10160,8000,8200,6600,5320,4360,3280,2400
2021-02-14,완속,434,420,399,91,84,49,98,231,427,483,693,861,1022,1022,1232,1470,1456,1659,1701,1540,1330,1295,987,973
2021-02-15,급속,1360,920,640,360,720,1480,2400,4760,7760,8200,10120,11280,12360,11800,12200,12280,14240,13000,13320,10720,8280,6560,4720,4000
2021-02-15,완속,287,280,161,161,35,14,147,168,476,504,630,868,812,966,973,1379,1589,2072,2667,2597,2198,1813,1729,1645
2021-02-16,급속,2240,1840,840,680,1040,1200,3600,4760,8680,9320,10160,12920,12000,12480,13040,14000,13400,13040,12520,12000,8840,6440,6160,4920
2021-02-16,완속,560,560,168,168,49,70,189,322,427,511,686,924,798,980,1281,1379,1603,2184,2863,2583,2562,1981,1757,1750
2021-02-17,급속,2280,1640,1160,720,640,1680,2680,5120,8360,10040,11240,13080,13880,13680,13840,15960,15120,13960,15560,12080,9280,8120,6320,5000
2021-02-17,완속,553,546,196,161,154,70,182,336,455,651,812,945,1085,931,1134,1589,1680,2289,2814,2793,2737,2009,1981,1946
2021-02-18,급속,2400,2000,1720,1000,1120,1840,3040,5600,9520,9880,11280,13720,17080,13760,15120,15280,16560,15360,14520,12440,9160,8080,6000,4440
2021-02-18,완속,511,245,238,161,63,112,168,301,588,644,756,875,945,812,1050,1302,1673,1960,2730,2912,2786,2114,2079,2093
2021-02-19,급속,2560,2000,1200,840,1240,2040,3240,5800,8520,10520,11560,14200,15200,14800,14360,15240,14760,13320,11880,11520,8600,7320,6480,4840
2021-02-19,완속,518,518,483,154,84,133,189,350,490,539,910,861,952,882,1120,1505,1687,1792,2506,2660,2583,1883,2023,1974
2021-02-20,급속,2640,2080,1320,1160,1280,1880,2880,5040,6480,9320,10760,12160,11880,12120,12080,12680,12280,10160,9520,6640,6640,5320,3840,2760
2021-02-20,완속,700,700,392,154,63,77,133,399,420,665,819,714,1092,1022,1071,1029,1281,1659,1820,1806,1491,1631,1575,1638
2021-02-21,급속,2120,1360,560,600,1040,1560,2240,3680,5640,8920,8280,10000,10160,11160,12320,12680,10800,10920,9520,8080,6920,5720,4000,2720
2021-02-21,완속,546,539,511,182,98,91,112,301,462,679,602,931,931,966,1316,1309,1652,1862,2065,1834,1582,1617,1582,1302
2021-02-22,급속,1520,960,760,560,1040,1120,2120,4680,6840,8800,9560,10440,12160,11160,12040,11720,11880,11760,10560,8520,7760,5480,4560,3320
2021-02-22,완속,357,336,196,126,84,42,168,224,378,546,679,721,791,854,1043,1302,1512,1876,2583,2534,2261,2212,1589,1547
2021-02-23,급속,1560,1280,880,440,880,1440,3360,5080,8080,9200,10800,11640,13560,11920,13080,13040,12280,11800,11760,10400,8120,6760,5720,4560
2021-02-23,완속,504,497,280,252,70,84,105,350,504,630,630,742,952,812,868,1421,1701,2233,2562,2485,2107,1890,1729,1708
2021-02-24,급속,2560,2080,1360,720,1240,1960,3160,5160,7800,8640,9960,12520,11880,12880,12320,12920,12440,12240,12520,10560,7720,6880,5440,3760
2021-02-24,완속,644,602,280,252,112,70,140,371,406,609,805,959,707,756,1050,1393,1603,1960,2562,2583,2527,2128,1799,2037
2021-02-25,급속,2600,1880,960,880,1320,1640,3880,5360,8880,9200,10400,12360,12480,11560,11760,13840,12800,11800,12640,9080,7520,6120,4720,3840
2021-02-25,완속,567,532,245,119,105,63,126,294,483,553,756,770,910,854,994,1351,1379,1778,2611,2387,2128,1890,1750,1792
2021-02-26,급속,1920,1520,1160,800,1400,1480,3440,4920,8680,9080,10160,11800,13600,12600,13960,11800,12560,12600,12520,10960,8520,7840,5800,4320
2021-02-26,완속,469,462,357,126,35,161,161,399,518,581,749,826,770,868,784,1050,1792,1981,2576,2394,2156,1925,1897,1855
2021-02-27,급속,2280,1480,1200,960,1080,1920,3560,5440,7800,9800,9600,12080,11800,10880,11520,12320,11440,12480,10400,8280,7800,5240,4440,4360
2021-02-27,완속,756,735,392,168,126,91,161,329,413,651,630,903,847,1022,1071,1169,1162,1645,1638,1694,1764,1729,1323,1561
2021-02-28,급속,2280,1720,1200,760,1080,1560,2560,4200,6600,8880,9480,11040,10520,11680,11560,12040,11080,9880,9320,7040,6840,5080,4320,3040
2021-02-28,완속,609,609,294,203,91,119,168,294,476,623,756,1085,1008,966,1022,1225,1428,1764,1806,1526,1526,1652,1393,1365
2021-03-01,급속,1680,1080,1120,640,880,1200,2800,3520,4720,6840,8640,8960,10440,10440,10040,10000,9640,9880,8040,6960,6040,4720,4160,2960
2021-03-01,완속,525,518,203,189,63,98,119,315,343,574,637,973,1015,987,1113,1428,1554,1827,1883,1519,1645,1407,1246,1204
2021-03-02,급속,1920,1440,880,600,1200,1840,3520,5600,9280,8840,10680,11280,13320,12720,11800,12120,12680,13360,12800,11000,9040,7120,5480,3680
2021-03-02,완속,343,343,112,77,49,42,168,245,518,511,672,826,777,707,805,1099,1428,2156,2751,2898,2191,1806,1750,1911
2021-03-03,급속,2040,1640,760,600,1480,1720,2880,5040,8080,9880,10920,11520,13600,12520,10960,12520,13600,12960,12400,10720,7960,6200,5800,4440
2021-03-03,완속,532,525,483,175,77,91,203,210,588,553,686,798,945,812,1085,1393,1505,2051,2667,2793,2723,2128,1792,1778
2021-03-04,급속,2360,1760,1280,680,1400,2240,2760,5320,8920,9680,9520,10400,13080,11600,12640,11680,12760,10560,11800,10000,7800,6200,5000,4000
2021-03-04,완속,420,413,322,133,56,84,168,294,707,630,672,945,889,693,1092,1281,1589,2016,2527,2324,2142,2079,1869,1708
2021-03-05,급속,2280,1640,840,600,1360,1560,4040,5200,9080,10680,10240,11000,13400,12160,11680,13640,12640,12800,11640,10080,8320,6280,5680,4520
2021-03-05,완속,497,483,322,161,105,168,126,336,630,588,742,882,931,973,1064,1330,1561,2212,2814,2387,2268,1848,1946,1953
2021-03-06,급속,2680,1920,1320,680,1400,1720,3240,5240,6760,8600,9360,10440,12160,11480,11040,12320,11880,11240,9800,7400,5800,4920,4560,3680
2021-03-06,완속,763,756,287,252,105,140,203,280,476,665,644,910,952,1183,1162,1288,1295,1421,1631,1715,1512,1666,1442,1435
2021-03-07,급속,2280,1640,1120,600,1240,1640,2480,3920,5960,7560,9720,11160,11200,11400,11120,11960,11800,10880,9920,8800,7440,5720,4200,2640
2021-03-07,완속,595,595,336,133,98,91,147,259,420,693,910,854,1043,1218,1372,1568,1806,2030,1939,2002,1540,1533,1498,1211
2021-03-08,급속,1920,1240,640,640,1120,1160,2640,4960,7240,8720,9520,10760,11960,10800,11800,12760,12600,11400,11840,9840,7200,5160,5080,3720
2021-03-08,완속,420,420,392,91,49,28,119,189,623,462,679,742,847,861,987,1267,1631,2107,2450,2562,2506,1834,1792,1771
2021-03-09,급속,1840,1360,600,720,1480,1360,2920,5680,8320,8080,9880,12040,11800,11200,12520,12440,12400,13560,11480,10280,8280,6560,4840,3480
2021-03-09,완속,532,525,476,98,91,112,140,301,511,574,665,917,896,679,826,1253,1897,2296,2863,2555,2002,1722,1974,1939
2021-03-10,급속,1720,1240,960,680,1320,2040,3280,5360,8000,8840,10240,11600,13840,11960,11080,11440,12400,12760,11480,10560,8120,6280,4560,3680
2021-03-10,완속,518,518,252,119,77,84,147,231,637,658,630,910,847,910,1022,1288,1568,2156,3024,2674,2618,2107,1673,1701
2021-03-11,급속,1880,1320,920,640,1040,1720,3200,6080,9320,9200,9840,10800,12720,12160,11240,14080,13520,13200,11560,10720,7680,6280,4760,3600
2021-03-11,완속,644,623,238,70,77,112,147,266,581,847,882,791,966,756,1204,1274,1862,2198,2611,2814,2765,2072,1946,1659
2021-03-12,급속,2400,1600,1040,520,1320,2040,2240,4440,8200,8720,9880,11280,10840,11280,11520,12760,12480,11440,12720,10880,8160,6880,5840,4440
2021-03-12,완속,511,511,294,280,70,112,126,301,560,742,840,826,910,924,1015,1274,1533,2177,2667,2730,2303,2016,1820,1785
2021-03-13,급속,2800,2200,1360,1120,1200,1800,3280,5960,8240,10320,11360,12360,11480,11840,11920,11880,12160,11520,10120,7400,6920,5760,4840,3480
2021-03-13,완속,672,672,357,245,84,140,168,301,595,665,791,840,994,847,1106,1267,1316,1855,1848,2030,1498,1456,1610,1575
2021-03-14,급속,2200,1760,1160,520,1040,1320,2400,4680,6520,7360,9640,9520,11520,9400,11960,11760,12040,10080,10720,7320,6480,5480,4440,3120
2021-03-14,완속,595,574,350,203,126,70,133,266,532,630,896,994,1120,1288,1253,1351,1841,1981,1946,2016,1897,1519,1113,1099
2021-03-15,급속,1480,1200,640,520,1240,1680,3400,4640,8480,9080,9840,11800,12520,11760,13040,13240,12760,11760,12200,10320,7160,5200,3520,2640
2021-03-15,완속,462,462,161,63,56,56,119,322,574,644,826,763,826,763,1078,1386,1554,2128,2562,2821,2765,1981,1771,1372
2021-03-16,급속,2080,1280,800,560,1080,1400,3200,4720,7480,7960,8760,10560,12280,12120,11400,12120,13200,11920,13880,10400,7840,6080,4560,3480
2021-03-16,완속,595,595,266,126,91,98,161,252,553,518,686,686,826,735,1120,1435,1687,1820,2569,2611,2205,1946,1904,1736
2021-03-17,급속,1880,1400,960,800,1480,1880,3400,5200,8400,9680,9320,12320,11840,10880,10320,12320,12440,13040,11280,10200,8280,6760,5080,3480
2021-03-17,완속,588,567,161,154,70,119,154,350,546,658,819,945,861,784,966,1512,1736,2268,2541,2625,2142,1981,1883,1827
2021-03-18,급속,1760,1640,1280,640,1480,1960,2880,5200,8360,8320,9160,11120,11600,12000,11280,12560,12800,11200,11840,10560,8520,6120,4720,3920
2021-03-18,완속,497,301,294,147,112,84,133,378,630,658,630,770,728,728,1071,1414,1673,2058,2548,2674,2128,1974,2044,1624
2021-03-19,급속,2520,1560,1280,960,1600,2120,3000,5360,8600,9120,9920,11920,12440,12240,12200,13680,12440,11640,11920,10240,8120,6640,5080,4200
2021-03-19,완속,609,609,119,119,119,105,126,329,784,693,581,784,847,868,847,1365,1799,2072,2674,2646,1897,1813,2149,1925
2021-03-20,급속,2000,1480,880,840,920,1600,2520,5080,6440,6960,8000,9920,9960,10800,11600,11440,11440,10440,8920,7520,6400,4280,3840,2920
2021-03-20,완속,651,651,476,217,91,91,119,329,378,679,623,777,959,1218,1029,1344,1323,1813,1722,1603,1624,1554,1316,1428
2021-03-21,급속,1920,1120,1120,800,1240,1680,2880,4640,6160,8760,8720,10520,11120,11560,12880,12120,12520,12640,10400,9600,7800,5800,4240,3280
2021-03-21,완속,679,679,196,133,84,140,154,315,420,770,952,1008,1043,1190,1225,1442,1806,2142,2261,2156,1869,1750,1722,1323
2021-03-22,급속,1720,1200,840,520,1320,1160,3280,5160,9040,9280,9600,12360,12680,12960,13000,13960,11920,12240,11080,10240,9280,6240,4400,3640
2021-03-22,완속,539,525,203,133,63,77,189,231,630,707,623,644,840,616,903,1113,1568,2030,2625,2947,2023,1953,1701,1617
2021-03-23,급속,2280,1920,920,680,1520,1680,3080,5760,8640,9080,9600,11560,12160,11600,12040,12760,12480,12480,12520,10920,8120,6840,5040,3960
2021-03-23,완속,469,469,203,189,84,98,182,308,623,700,630,721,721,945,805,1246,1491,2282,2863,2611,2548,1806,1771,1666
2021-03-24,급속,2040,1680,840,800,1400,1760,2840,4800,7840,9920,8840,11080,12560,11560,12160,10760,12320,12440,11920,10480,7640,6000,5880,4080
2021-03-24,완속,511,497,196,133,77,70,133,287,644,616,707,763,819,854,980,1211,1680,2261,2828,2772,2723,2121,2009,1946
2021-03-25,급속,2360,1680,760,880,1400,1600,3480,5000,9440,8560,9040,10280,11480,12320,9560,12200,12600,12560,11880,11320,9280,6520,4640,3320
2021-03-25,완속,560,553,315,70,70,77,133,364,630,693,721,889,756,756,1050,1442,1575,2016,2695,2611,2282,2261,1813,1813
2021-03-26,급속,2480,1640,1040,720,1400,1640,3960,5400,9320,9080,10240,11640,13360,11600,12760,13040,12600,13160,11920,9960,8760,7720,5800,4480
2021-03-26,완속,735,714,315,133,42,98,196,287,637,854,770,882,882,770,1029,1463,1596,2156,2541,2688,2184,2030,1981,1897
2021-03-27,급속,2280,1640,1120,1000,1400,1880,3680,5720,7120,7880,9520,10800,10680,10000,9000,9720,9560,9000,6920,5960,5360,4520,3920,3000
2021-03-27,완속,749,735,259,140,77,126,168,273,595,651,777,833,903,1064,1281,1281,1204,1526,1631,1547,1582,1379,1435,1274
2021-03-28,급속,1680,1160,920,680,960,1120,2920,5080,6360,7800,10080,10440,11120,12640,12400,12120,12240,12160,11960,9040,8360,6560,4240,2760
2021-03-28,완속,630,623,175,133,63,140,203,371,455,833,959,1197,1295,1428,1407,1659,1785,2044,2282,1967,1638,1876,1715,1127
2021-03-29,급속,1600,1160,680,720,1120,1480,3920,5400,8400,8320,10680,11280,12160,10040,11640,12800,11240,11200,12480,10680,8200,5880,4840,3640
2021-03-29,완속,392,385,161,84,42,42,140,294,623,616,763,798,693,784,1092,1141,1771,2226,2576,2674,2219,2142,1638,1547
2021-03-30,급속,1600,1200,960,960,1040,1800,3560,5520,7440,8960,8840,9240,12600,10480,11400,12920,11320,12120,11720,9600,9280,6720,4920,3680
2021-03-30,완속,553,532,280,77,91,77,133,357,525,686,665,651,714,784,896,987,1652,2037,2632,2723,2065,2065,2044,1715
2021-03-31,급속,1920,1200,1040,720,920,1840,4280,5400,8280,8280,8960,10640,11920,9960,10160,11560,11600,11920,12800,12080,8280,6200,4960,3960
2021-03-31,완속,539,532,196,196,70,91,189,308,560,567,539,630,686,672,861,1071,1470,2205,2702,2674,2646,2030,1988,1652
2021-04-01,급속,1920,1400,1080,920,1280,2200,3920,6720,9160,9720,9080,10680,10520,11080,10640,11600,11200,12400,11440,9120,8880,6240,5720,4600
2021-04-01,완속,546,532,301,84,70,77,210,308,623,707,721,707,882,721,973,1295,1512,2114,2443,2597,2282,1981,2086,1687
2021-04-02,급속,2240,1680,1200,880,1480,2040,3760,7120,9360,9640,12120,11080,14120,12480,11840,13240,13640,13200,12320,11320,8720,6840,5520,4680
2021-04-02,완속,623,609,189,189,63,84,196,364,728,721,728,910,994,896,1078,1365,1554,2450,2569,2569,2226,2044,1995,2065
2021-04-03,급속,2640,1640,1440,1200,1640,1720,3920,6080,7000,8280,8520,8600,9880,9840,9680,9680,9680,9080,7520,6360,5440,4560,3240,3640
2021-04-03,완속,721,693,301,182,91,84,252,322,518,630,686,910,959,1127,1281,1239,1344,1631,1750,1533,1470,1540,1414,1288
